team,award_name,year,event
frc2377,Safety Award sponsored by Underwriters Laboratories,2019,2019mdowi
frc2377,Quality Award sponsored by Motorola Solutions Foundation,2019,2019mdoxo
frc2377,Safety Award sponsored by Underwriters Laboratories,2019,2019mdoxo
frc2377,Innovation in Control Award,2022,2022chcmp
frc2377,Innovation in Control Award,2022,2022dc319
frc2377,Industrial Design Award sponsored by General Motors,2022,2022dc326
frc2377,Quality Award,2023,2023mdtim
frc2377,Woodie Flowers Finalist Award,2024,2024chcmp
frc2377,Excellence in Engineering Award,2024,2024mdsev
frc2380,Rookie Inspiration Award,2008,2008az
frc2383,Team Spirit Award sponsored by Chrysler,2011,2011fl
frc2383,Team Spirit Award sponsored by Chrysler,2012,2012fl
frc2383,Team Spirit Award sponsored by Chrysler,2012,2012sfl
frc2383,Excellence in Engineering Award sponsored by Delphi,2013,2013flbr
frc2383,Team Spirit Award sponsored by Chrysler,2014,2014flfo
frc2383,FIRST Dean's List Finalist,2014,2014flfo
frc2383,Team Spirit Award sponsored by Chrysler,2014,2014flor
frc2383,Team Spirit Award,2014,2014flpp
frc2383,Regional Finalist,2014,2014vari
frc2383,Championship Subdivision Finalist,2015,2015arc
frc2383,Regional Winners,2015,2015flfo
frc2383,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2015,2015flfo
frc2383,Judges' Award,2015,2015lake
frc2383,Regional Finalists,2016,2016flor
frc2383,Wildcard,2016,2016flor
frc2383,Innovation in Control Award sponsored by Rockwell Automation,2016,2016flwp
frc2383,FIRST Dean's List Finalist Award,2016,2016flwp
frc2383,Regional Finalists,2017,2017flor
frc2383,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017,2017flwp
frc2383,Woodie Flowers Finalist Award,2017,2017flwp
frc2383,FIRST Dean's List Finalist Award,2017,2017flwp
frc2383,Excellence in Engineering Award sponsored by Delphi,2017,2017nyny
frc2383,Gracious Professionalism Award sponsored by Johnson & Johnson,2018,2018casf
frc2383,Regional Finalists,2018,2018casf
frc2383,Regional Finalists,2018,2018flwp
frc2383,Regional Winners,2018,2018scmb
frc2383,Industrial Design Award sponsored by General Motors,2019,2019flor
frc2383,Industrial Design Award sponsored by General Motors,2019,2019flwp
frc2383,Regional Finalists,2019,2019flwp
frc2383,Wildcard,2019,2019flwp
frc2383,FIRST Dean's List Award,2020,2020cmptx
frc2383,Regional Chairman's Award,2020,2020flwp
frc2383,FIRST Dean's List Finalist Award,2020,2020flwp
frc2383,Imagery Award in honor of Jack Kamen,2021,2021gamp
frc2383,FIRST Dean's List Award,2022,2022cmptx
frc2383,Gracious Professionalism Award,2022,2022flor
frc2383,Regional Finalists,2022,2022flor
frc2383,FIRST Dean's List Finalist Award,2022,2022flor
frc2383,Quality Award,2022,2022flwp
frc2383,Regional Winners,2022,2022nvlv
frc2383,Regional Engineering Inspiration Award,2022,2022nvlv
frc2383,Gracious Professionalism Award,2023,2023flor
frc2383,FIRST Dean's List Finalist Award,2023,2023flwp
frc2383,Regional Engineering Inspiration Award,2023,2023flwp
frc2383,Gracious Professionalism Award,2023,2023gal
frc2383,Gracious Professionalism Award,2023,2023tnkn
frc2383,Gracious Professionalism Award,2024,2024flta
frc2383,Regional Finalists,2024,2024flwp
frc2383,Gracious Professionalism Award,2024,2024ilch
frc2385,Rookie Inspiration Award,2008,2008kc
frc2386,Highest Rookie Seed Award,2008,2008il
frc2386,Highest Rookie Seed Award,2008,2008on
frc2386,Judges Award,2010,2010wat
frc2386,Coopertition Award,2011,2011on2
frc2386,Regional Finalists,2012,2012tn
frc2386,Regional Winners,2013,2013mele
frc2386,Imagery Award in honor of Jack Kamen,2013,2013onwa
frc2386,Woodie Flowers Finalist Award,2013,2013onwa
frc2386,Imagery Award in honor of Jack Kamen,2014,2014onnb
frc2386,Creativity Award sponsored by Xerox,2015,2015onnb
frc2386,Woodie Flowers Finalist Award,2016,2016onwi
frc2386,District Event Winner,2017,2017onham
frc2386,Regional Finalists,2019,2019tnkn
frc2386,Wildcard,2019,2019tnkn
frc2386,Imagery Award in honor of Jack Kamen,2021,2021gamsi
frc2386,District Event Finalist,2022,2022on305
frc2386,Excellence in Engineering Award,2022,2022on305
frc2386,District Event Winner,2022,2022on325
frc2386,Team Spirit Award,2023,2023onham
frc2386,Quality Award,2024,2024onham
frc2387,Rookie All Star Award,2008,2008oh
frc2388,Chrysler Team Spirit Award,2009,2009ok
frc2388,Team Spirit Award sponsored by Chrysler,2015,2015okok
frc2389,Regional Finalists,2012,2012ok
frc2389,Regional Winners,2013,2013okok
frc2390,Regional Finalist,2008,2008sac
frc2393,Creativity Award sponsored by Xerox,2013,2013ncre
frc2393,Regional Finalists,2013,2013tnkn
frc2393,Innovation in Control Award sponsored by Rockwell Automation,2013,2013tnkn
frc2393,Excellence in Engineering Award sponsored by Delphi,2014,2014tnkn
frc2393,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2015,2015gape
frc2393,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2015,2015tnkn
frc2393,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2016,2016tnkn
frc2393,Industrial Design Award sponsored by General Motors,2017,2017scmb
frc2393,Excellence in Engineering Award sponsored by Delphi,2017,2017tnkn
frc2393,Woodie Flowers Finalist Award,2019,2019tnkn
frc2393,Woodie Flowers Finalist Award,2020,2020arli
frc2393,FIRST Dean's List Finalist Award,2020,2020tnkn
frc2393,Innovation in Control Award,2022,2022scan
frc2394,Highest Rookie Seed Award,2008,2008ok
frc2395,Regional Winners,2012,2012ok
frc2395,Judges' Award,2012,2012ok
frc2395,Imagery Award in honor of Jack Kamen,2015,2015okok
frc2395,Gracious Professionalism Award sponsored by Johnson & Johnson,2016,2016okok
frc2395,Imagery Award in honor of Jack Kamen,2019,2019code
frc2395,Gracious Professionalism Award sponsored by Johnson & Johnson,2019,2019okok
frc2395,Woodie Flowers Finalist Award,2021,2021mplaw
frc2398,Judges Award,2009,2009ok
frc2399,"Delphi ""Driving Tomorrow's Technology"" Award",2009,2009oh
frc2399,General Motors Industrial Design Award,2009,2009pit
frc2399,FIRST Dean's List Finalist Award,2012,2012oh
frc2399,Team Spirit Award sponsored by Chrysler,2013,2013papi
frc2399,Regional Engineering Inspiration Award,2015,2015papi
frc2399,Creativity Award sponsored by Xerox,2016,2016ohci
frc2399,Excellence in Engineering Award sponsored by Delphi,2016,2016ohcl
frc2399,FIRST Dean's List Finalist Award,2016,2016ohcl
frc2399,Team Spirit Award sponsored by FCA Foundation,2017,2017cars
frc2399,Excellence in Engineering Award sponsored by Delphi,2017,2017nyro
frc2399,Regional Finalists,2017,2017ohcl
frc2399,Creativity Award sponsored by Xerox,2017,2017ohcl
frc2399,Wildcard,2017,2017ohcl
frc2399,FIRST Dean's List Finalist Award,2020,2020ohcl
frc2399,Team Spirit Award,2023,2023mil
frc2399,Regional Engineering Inspiration Award,2023,2023ohcl
frc2399,Team Sustainability Award,2023,2023ohmv
frc2399,Excellence in Engineering Award,2024,2024ohcl
frc2400,Rookie Inspiration Award,2008,2008co
frc2403,Winner,2010,2010az
frc2403,Team Spirit Award sponsored by Chrysler,2011,2011az
frc2403,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2012,2012az
frc2403,Regional Winners,2012,2012ut
frc2403,Innovation in Control Award sponsored by Rockwell Automation,2013,2013azch
frc2403,Regional Finalists,2013,2013nvlv
frc2403,Engineering Inspiration Award,2013,2013nvlv
frc2403,Regional Winner,2014,2014azch
frc2403,Imagery Award in honor of Jack Kamen,2014,2014azch
frc2403,Engineering Inspiration,2014,2014azch
frc2403,Regional Finalists,2015,2015azpx
frc2403,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2015,2015azpx
frc2403,Regional Chairman's Award,2016,2016azpx
frc2403,Industrial Design Award sponsored by General Motors,2017,2017azpx
frc2403,Excellence in Engineering Award sponsored by Delphi,2017,2017utwv
frc2403,Regional Winners,2018,2018azfl
frc2403,Regional Winners,2018,2018azpx
frc2403,Innovation in Control Award sponsored by Rockwell Automation,2018,2018azpx
frc2403,Regional Finalists,2019,2019azfl
frc2403,Imagery Award in honor of Jack Kamen,2019,2019azfl
frc2403,Wildcard,2019,2019azfl
frc2403,Regional Chairman's Award,2019,2019azpx
frc2403,Regional Finalists,2019,2019azpx
frc2403,Championship Subdivision Finalist,2019,2019tur
frc2403,FIRST Dean's List Finalist Award,2020,2020azpx
frc2403,FIRST Innovation Challenge Semi-Finalist Award,2021,2021innb
frc2403,Industrial Design Award sponsored by General Motors,2021,2021irhf
frc2403,Industrial Design Award sponsored by General Motors,2022,2022azfl
frc2403,Entrepreneurship Award,2022,2022azva
frc2403,Woodie Flowers Finalist Award,2022,2022azva
frc2403,Regional Finalists,2023,2023azgl
frc2403,Team Sustainability Award,2023,2023azgl
frc2403,Regional Engineering Inspiration Award,2023,2023azva
frc2403,Woodie Flowers Finalist Award,2024,2024azva
frc2403,Quality Award,2024,2024nvlv
frc2403,Regional Finalists,2024,2024nvlv
frc2404,Rookie Inspiration Award,2008,2008ca
frc2404,Regional Finalists,2019,2019caln
frc2405,Industrial Safety Award sponsored by Underwriters Laboratories,2010,2010mi
frc2405,Imagery Award in honor of Jack Kamen,2011,2011mi
frc2405,Industrial Safety Award sponsored by Underwriters Laboratories,2011,2011swm
frc2405,Industrial Safety Award sponsored by Underwriters Laboratories,2012,2012mi
frc2405,Industrial Safety Award sponsored by Underwriters Laboratories,2012,2012migl
frc2405,Gracious Professionalism Award sponsored by Johnson & Johnson,2014,2014miwmi
frc2405,Team Spirit Award sponsored by Chrysler,2015,2015miken
frc2405,District Event Winner,2015,2015miwmi
frc2405,Creativity Award sponsored by Xerox,2015,2015miwmi
frc2405,District Event Finalist,2016,2016misjo
frc2405,Imagery Award in honor of Jack Kamen,2016,2016miwmi
frc2405,Team Spirit Award sponsored by FCA Foundation,2017,2017misjo
frc2405,District Engineering Inspiration Award,2017,2017miwmi
frc2405,Team Spirit Award sponsored by FCA Foundation,2018,2018mialp
frc2405,Team Spirit Award sponsored by FCA Foundation,2018,2018miwmi
frc2405,Industrial Design Award sponsored by General Motors,2019,2019miken
frc2405,Team Spirit Award sponsored by FCA Foundation,2019,2019mimus
frc2405,Imagery Award in honor of Jack Kamen,2019,2019onto3
frc2405,District Chairman's Award,2020,2020mimus
frc2405,District Event Winner,2020,2020onto3
frc2405,Judges' Award,2020,2020onto3
frc2405,Regional Chairman's Award,2021,2021fimaw
frc2405,Team Spirit Award,2022,2022micmp1
frc2405,Creativity Award sponsored by Rockwell Automation,2022,2022miken
frc2405,Gracious Professionalism Award,2022,2022mimus
frc2405,District Event Finalist,2022,2022mimus
frc2405,Imagery Award in honor of Jack Kamen,2023,2023miken
frc2405,Imagery Award in honor of Jack Kamen,2024,2024mimtp
frc2405,Imagery Award in honor of Jack Kamen,2024,2024mimus
frc2407,Highest Rookie Seed Award,2008,2008pit
frc2407,Regional Finalist,2009,2009pit
frc2408,Gracious Professionalism Award sponsored by Johnson & Johnson,2011,2011mo
frc2408,Regional Winners,2013,2013mosl
frc2408,Gracious Professionalism Award sponsored by Johnson & Johnson,2014,2014mosl
frc2408,Woodie Flowers Finalist Award,2014,2014mosl
frc2408,FIRST Dean's List Finalist Award,2015,2015mosl
frc2410,Rookie All Star Award,2008,2008mo
frc2410,Finalist,2010,2010kc
frc2410,Winner,2010,2010ok
frc2410,Innovation in Control Award sponsored by Rockwell Automation,2011,2011kc
frc2410,Team Spirit Award sponsored by Chrysler,2012,2012ok
frc2410,Woodie Flowers Finalist Award,2013,2013arfa
frc2410,Team Spirit Award sponsored by Chrysler,2013,2013arfa
frc2410,Gracious Professionalism Award sponsored by Johnson & Johnson,2013,2013mokc
frc2410,Judges Award,2014,2014mokc
frc2410,Judges Award,2014,2014okok
frc2410,FIRST Dean's List Finalist,2014,2014okok
frc2410,Quality Award sponsored by Motorola,2015,2015mokc
frc2410,FIRST Dean's List Finalist Award,2015,2015txlu
frc2410,Creativity Award sponsored by Xerox,2016,2016iacf
frc2410,Regional Winners,2017,2017iacf
frc2410,Team Spirit Award sponsored by FCA Foundation,2018,2018mokc2
frc2410,Innovation in Control Award sponsored by Rockwell Automation,2019,2019mokc
frc2410,Judges' Award,2019,2019okok
frc2410,Designer's Award,2021,2021gamna
frc2410,Gracious Professionalism Award,2022,2022ksla
frc2410,Judges' Award,2024,2024ksla
frc2411,Judges Award,2008,2008or
frc2411,Judges Award,2014,2014orwil
frc2411,Finalist,2014,2014orwil
frc2411,District Event Finalist,2016,2016orphi
frc2411,Gracious Professionalism Award sponsored by Johnson & Johnson,2020,2020orore
frc2412,Highest Rookie Seed Award,2008,2008wa
frc2412,Creativity Award sponsored by Xerox,2012,2012or
frc2412,Quality Award sponsored by Motorola,2014,2014washo
frc2412,Quality Award sponsored by Motorola,2014,2014wasno
frc2412,Innovation in Control Award sponsored by Rockwell Automation,2015,2015washo
frc2412,Innovation in Control Award sponsored by Rockwell Automation,2017,2017waahs
frc2412,Imagery Award in honor of Jack Kamen,2019,2019pncmp
frc2412,Quality Award sponsored by Motorola Solutions Foundation,2019,2019waamv
frc2412,District Event Finalist,2019,2019wasno
frc2412,Imagery Award in honor of Jack Kamen,2019,2019wasno
frc2412,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2020,2020wasno
frc2412,Regional Chairman's Award,2022,2022pncmp
frc2412,Creativity Award sponsored by Rockwell Automation,2022,2022wasam
frc2412,District Chairman's Award,2022,2022wasno
frc2412,Regional FIRST Impact Award,2023,2023pncmp
frc2412,FIRST Dean's List Finalist Award,2023,2023pncmp
frc2412,Industrial Design Award sponsored by General Motors,2023,2023wasam
frc2412,District Championship Dean's List Semi-Finalist,2023,2023wasam
frc2412,District FIRST Impact Award,2023,2023wasno
frc2412,Creativity Award sponsored by Rockwell Automation,2024,2024cur
frc2412,Regional Engineering Inspiration Award,2024,2024pncmp
frc2412,District FIRST Impact Award,2024,2024wasam
frc2412,District Engineering Inspiration Award,2024,2024wasno
frc2415,Rookie All Star Award,2008,2008ga
frc2415,Highest Rookie Seed Award,2008,2008ga
frc2415,Regional Winner,2009,2009ga
frc2415,Kleiner Perkins Caufield & Byers Entrepreneurship Award,2009,2009ga
frc2415,Regional Winner,2009,2009sc
frc2415,Kleiner Perkins Caufield & Byers Entrepreneurship Award,2009,2009sc
frc2415,Regional Chairman's Award,2010,2010ga
frc2415,Winner,2011,2011ga
frc2415,FIRST Dean's List Finalist Award,2011,2011ga
frc2415,Engineering Inspiration,2011,2011ga
frc2415,Winner,2011,2011nc
frc2415,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2011,2011nc
frc2415,Judges Award,2011,2011stx
frc2415,Regional Winners,2012,2012ga
frc2415,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2012,2012ga
frc2415,FIRST Dean's List Finalist Award,2012,2012ga
frc2415,Engineering Inspiration Award,2012,2012tx
frc2415,Championship Division Finalists - Archimedes,2013,2013arc
frc2415,Regional Finalists,2013,2013dcwa
frc2415,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2013,2013dcwa
frc2415,Engineering Inspiration Award,2013,2013gadu
frc2415,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2014,2014gadu
frc2415,FIRST Dean's List Finalist,2014,2014gadu
frc2415,Team Spirit Award sponsored by Chrysler,2014,2014txda
frc2415,Engineering Inspiration,2014,2014txda
frc2415,Championship Subdivision Finalist,2015,2015tes
frc2415,Regional Winners,2015,2015txsa
frc2415,Judges' Award,2015,2015txsa
frc2415,District Championship Finalist,2016,2016gacmp
frc2415,Creativity Award sponsored by Xerox,2016,2016gacmp
frc2415,District Event Finalist,2016,2016gacol
frc2415,Team Spirit Award sponsored by FCA Foundation,2016,2016gacol
frc2415,Winner,2016,2016gagr
frc2415,Gracious Professionalism Award sponsored by Johnson & Johnson,2016,2016gaken
frc2415,Regional Engineering Inspiration Award,2017,2017gacmp
frc2415,Gracious Professionalism Award sponsored by Johnson & Johnson,2017,2017gacol
frc2415,District Event Winner,2017,2017gadal
frc2415,District Engineering Inspiration Award,2017,2017gadal
frc2415,Winner,2017,2017gagr
frc2415,Championship Subdivision Winner,2017,2017gal
frc2415,Team Spirit Award sponsored by FCA Foundation,2018,2018carv
frc2415,District Championship Winner,2018,2018gacmp
frc2415,Judges' Award,2018,2018gacmp
frc2415,District Engineering Inspiration Award,2018,2018gacol
frc2415,District Championship Winner,2019,2019gacmp
frc2415,District Event Winner,2019,2019gafor
