team,award_name,year,event
frc4392,Quality Award sponsored by Motorola Solutions Foundation,2018,2018milsu
frc4392,District Event Finalist,2019,2019milsu
frc4392,District Engineering Inspiration Award,2019,2019milsu
frc4392,Industrial Design Award sponsored by General Motors,2022,2022miesc
frc4392,District Event Winner,2022,2022mikng
frc4392,Industrial Design Award sponsored by General Motors,2022,2022mikng
frc4392,Quality Award,2023,2023miesc
frc4392,District Event Winner,2023,2023milsu
frc4392,Judges' Award,2023,2023milsu
frc4392,District FIRST Impact Award,2024,2024milsu
frc4392,District Event Finalist,2024,2024mimtp
frc4392,Innovation in Control Award,2024,2024mimtp
frc4394,Highest Rookie Seed - Galileo,2012,2012gal
frc4394,Rookie All Star Award,2012,2012va
frc4394,Highest Rookie Seed,2012,2012va
frc4395,Gracious Professionalism Award sponsored by Johnson & Johnson,2014,2014mibed
frc4395,FIRST Dean's List Finalist,2014,2014micmp
frc4395,District Event Winner,2015,2015mibed
frc4395,Creativity Award sponsored by Xerox,2015,2015mibed
frc4395,Industrial Safety Award sponsored by Underwriters Laboratories,2016,2016miann
frc4395,Imagery Award in honor of Jack Kamen,2017,2017milsu
frc4395,Imagery Award in honor of Jack Kamen,2018,2018mibel
frc4395,District Event Finalist,2018,2018mifor
frc4395,Team Spirit Award sponsored by FCA Foundation,2018,2018mifor
frc4395,Team Spirit Award sponsored by FCA Foundation,2018,2018milin
frc4395,Gracious Professionalism Award,2019,2019marcd
frc4395,Judges' Award,2019,2019milin
frc4395,Winner,2022,2022marc
frc4395,Autonomous Award sponsored by Ford,2022,2022miwoo
frc4398,Rookie Inspiration Award,2012,2012gt
frc4398,District Event Winner,2017,2017mitvc
frc4398,Finalist,2023,2023mibro
frc4398,Excellence in Engineering Award,2023,2023milsu
frc4398,Industrial Design Award sponsored by General Motors,2024,2024mimtp
frc4400,Judges' Award,2013,2013txsa
frc4400,Industrial Safety Award sponsored by Underwriters Laboratories,2014,2014mxmc
frc4400,FIRST Dean's List Finalist Award,2015,2015mxmc
frc4400,Industrial Safety Award sponsored by Underwriters Laboratories,2016,2016mxmc
frc4400,Imagery Award in honor of Jack Kamen,2016,2016mxmc
frc4400,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2016,2016okok
frc4400,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017,2017azfl
frc4400,Regional Chairman's Award,2017,2017mxto
frc4400,Regional Chairman's Award,2018,2018arli
frc4400,Safety Award sponsored by Underwriters Laboratories,2018,2018arli
frc4400,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2018,2018mxto
frc4400,Woodie Flowers Finalist Award,2018,2018mxto
frc4400,Judges' Award,2019,2019ksla
frc4400,Safety Award sponsored by Underwriters Laboratories,2019,2019mxmo
frc4400,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2019,2019mxmo
frc4400,Regional Chairman's Award,2019,2019mxto
frc4400,Safety Award sponsored by Underwriters Laboratories,2019,2019mxto
frc4400,FIRST Dean's List Finalist Award,2019,2019mxto
frc4400,Regional Chairman's Award,2020,2020cala
frc4400,Excellence in Engineering Award,2021,2021irhsc
frc4400,Skills Competition Winner,2021,2021irhsc
frc4400,Regional Chairman's Award,2021,2021mexaw
frc4400,Volunteer of the Year,2021,2021mexaw
frc4400,Industrial Design Award sponsored by General Motors,2022,2022caoc
frc4400,Regional Chairman's Award,2022,2022caph
frc4400,Regional Finalists,2022,2022mxto
frc4400,Innovation in Control Award,2022,2022mxto
frc4400,FIRST Dean's List Finalist Award,2022,2022mxto
frc4400,Entrepreneurship Award,2022,2022tur
frc4400,Regional FIRST Impact Award,2023,2023cafr
frc4400,FIRST Dean's List Finalist Award,2023,2023cafr
frc4400,Team Spirit Award,2023,2023hop
frc4400,Regional Winners,2023,2023mxto
frc4400,Excellence in Engineering Award,2023,2023mxto
frc4400,Gracious Professionalism Award,2024,2024mslr
frc4400,Regional FIRST Impact Award,2024,2024mxmo
frc4400,Regional Winners,2024,2024mxto
frc4400,Innovation in Control Award,2024,2024mxto
frc4401,Rookie Inspiration Award,2012,2012da2
frc4401,Gracious Professionalism Award sponsored by Johnson & Johnson,2014,2014mxmc
frc4401,Industrial Safety Award sponsored by Underwriters Laboratories,2015,2015mxmc
frc4401,Regional Engineering Inspiration Award,2016,2016mxmc
frc4401,Regional Chairman's Award,2017,2017mxtl
frc4401,Safety Award sponsored by Underwriters Laboratories,2017,2017mxtl
frc4401,Gracious Professionalism Award sponsored by Johnson & Johnson,2017,2017mxto
frc4401,Gracious Professionalism Award sponsored by Johnson & Johnson,2018,2018mxto
frc4401,Regional Finalists,2018,2018mxto
frc4401,Wildcard,2018,2018mxto
frc4401,Regional Finalists,2019,2019mxcm
frc4401,Wildcard,2019,2019mxcm
frc4401,Excellence in Engineering Award sponsored by Delphi,2019,2019mxto
frc4401,Gracious Professionalism Award,2022,2022mxto
frc4401,Industrial Design Award sponsored by General Motors,2023,2023mxto
frc4403,Rookie All Star Award,2012,2012nh
frc4403,Coopertition Award,2012,2012nh
frc4403,Highest Rookie Seed,2012,2012nh
frc4403,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2013,2013nvlv
frc4403,Regional Finalists,2015,2015mxmc
frc4403,Team Spirit Award sponsored by Chrysler,2015,2015txlu
frc4403,Regional Winners,2016,2016mxmc
frc4403,Innovation in Control Award sponsored by Rockwell Automation,2016,2016mxmc
frc4403,Industrial Design Award sponsored by General Motors,2016,2016okok
frc4403,Regional Winners,2017,2017mxto
frc4403,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2017,2017txho
frc4403,Creativity Award sponsored by Xerox,2019,2019mxto
frc4403,Team Spirit Award sponsored by FCA Foundation,2020,2020arli
frc4403,FIRST Dean's List Finalist Award,2020,2020arli
frc4403,Designer's Award,2021,2021gamrh
frc4403,Industrial Design Award sponsored by General Motors,2021,2021irhcs
frc4403,Regional Finalists,2022,2022mxto
frc4403,Regional Finalists,2023,2023mxmo
frc4403,Excellence in Engineering Award,2023,2023mxmo
frc4403,Regional Finalists,2023,2023mxto
frc4403,Engineering Inspiration Award,2024,2024dal
frc4403,Regional Winners,2024,2024mxmo
frc4403,Excellence in Engineering Award,2024,2024mxmo
frc4403,Industrial Design Award sponsored by General Motors,2024,2024mxto
frc4403,Regional Finalists,2024,2024mxto
frc4404,Coopertition Award,2012,2012mo
frc4405,Finalist,2014,2014miliv
frc4405,District Event Winner,2015,2015mifla
frc4405,District Event Winner,2015,2015miliv
frc4405,District Championship Finalist,2017,2017micmp3
frc4405,District Event Winner,2018,2018mibel
frc4405,Creativity Award sponsored by Xerox,2018,2018mibel
frc4405,Quality Award sponsored by Motorola Solutions Foundation,2018,2018migib
frc4405,District Event Finalist,2018,2018migib
frc4405,District Event Finalist,2018,2018onwin
frc4405,Quality Award sponsored by Motorola Solutions Foundation,2019,2019micen
frc4405,Quality Award,2021,2021irhv
frc4405,District Engineering Inspiration Award,2022,2022miwoo
frc4405,Imagery Award in honor of Jack Kamen,2023,2023micmp2
frc4405,Autonomous Award sponsored by Ford,2023,2023misal
frc4405,District Championship Winner,2024,2024micmp2
frc4405,District Championship Winner,2024,2024micmp
frc4405,Industrial Design Award sponsored by General Motors,2024,2024midet
frc4406,Judges' Award,2012,2012is
frc4408,Rookie Inspiration Award,2012,2012migl
frc4409,District Event Winner,2016,2016miken
frc4409,District Event Finalist,2017,2017misjo
frc4409,Creativity Award sponsored by Xerox,2019,2019mishe
frc4409,Imagery Award in honor of Jack Kamen,2019,2019misjo
frc4409,Team Spirit Award sponsored by FCA Foundation,2020,2020misjo
frc4414,Regional Winners,2019,2019cadm
frc4414,Innovation in Control Award sponsored by Rockwell Automation,2019,2019cadm
frc4414,Regional Winners,2019,2019cave
frc4414,Quality Award sponsored by Motorola Solutions Foundation,2019,2019cave
frc4414,Industrial Design Award sponsored by General Motors,2020,2020caln
frc4414,Winner,2021,2021cabl
frc4414,Quality Award,2021,2021cabl
frc4414,Winner,2021,2021catt
frc4414,Finalist,2021,2021cc
frc4414,Skills Competition Finalist,2021,2021irhcr
frc4414,Regional Winners,2022,2022caav
frc4414,Industrial Design Award sponsored by General Motors,2022,2022caav
frc4414,Regional Winners,2022,2022caph
frc4414,Quality Award,2022,2022caph
frc4414,Winner,2022,2022catt
frc4414,Regional Winners,2022,2022cave
frc4414,Autonomous Award sponsored by Ford,2022,2022cave
frc4414,Winner,2022,2022cc
frc4414,Professionalism Award,2022,2022cc
frc4414,Championship Finalist,2022,2022cmptx
frc4414,Championship Division Winner,2022,2022tur
frc4414,Quality Award,2022,2022tur
frc4414,Regional Winners,2023,2023caav
frc4414,Excellence in Engineering Award,2023,2023caav
frc4414,Regional Winners,2023,2023caph
frc4414,Regional Winners,2023,2023cave
frc4414,Autonomous Award sponsored by Ford,2023,2023cave
frc4414,Championship Winner,2023,2023cmptx
frc4414,Championship Division Winner,2023,2023hop
frc4414,Quality Award,2023,2023hop
frc4414,Winner,2024,2024cabl
frc4414,FIRST Dean's List Finalist Award,2024,2024caph
frc4414,Regional Winners,2024,2024cave
frc4414,Autonomous Award,2024,2024cave
frc4414,FIRST Dean's List Award,2024,2024cmptx
frc4414,Finalist,2024,2024mttd
frc4414,Regional Winners,2024,2024nvlv
frc4414,Industrial Design Award sponsored by General Motors,2024,2024nvlv
frc4415,Team Spirit Award sponsored by FCA Foundation,2017,2017cama
frc4415,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2018,2018cair
frc4415,Gracious Professionalism Award sponsored by Johnson & Johnson,2019,2019cadm
frc4415,Regional Finalists,2019,2019cadm
frc4415,Safety Award sponsored by Underwriters Laboratories,2019,2019cala
frc4415,Regional Finalists,2019,2019cala
frc4415,Wildcard,2019,2019cala
frc4415,Regional Winners,2022,2022azva
frc4415,Innovation in Control Award,2022,2022azva
frc4415,Industrial Design Award sponsored by General Motors,2022,2022caph
frc4415,Regional Winners,2022,2022nvlv
frc4415,Excellence in Engineering Award,2022,2022nvlv
frc4415,Industrial Design Award sponsored by General Motors,2023,2023azva
frc4415,Regional Finalists,2023,2023caav
frc4415,Regional Winners,2023,2023caoc
frc4415,Creativity Award sponsored by Rockwell Automation,2023,2023caoc
frc4415,Quality Award,2024,2024azva
frc4415,Regional Finalists,2024,2024caoc
frc4415,Innovation in Control Award,2024,2024caoc
frc4416,Judges' Award,2018,2018isde4
frc4416,Safety Award sponsored by Underwriters Laboratories,2019,2019isde3
frc4416,Imagery Award in honor of Jack Kamen,2019,2019isde3
frc4416,District Event Finalist,2022,2022isde2
frc4416,Team Sustainability Award,2023,2023isde4
frc4416,Team Sustainability Award sponsored by Dow,2024,2024isde2
frc4416,District Event Winner,2024,2024isde3
frc4416,Team Sustainability Award sponsored by Dow,2024,2024isde3
frc4418,Quality Award,2022,2022azfl
frc4418,Regional Finalists,2023,2023code
frc4418,Woodie Flowers Finalist Award,2023,2023code
frc4418,Imagery Award in honor of Jack Kamen,2023,2023mosl
frc4418,Excellence in Engineering Award,2024,2024code
frc4418,Woodie Flowers Finalist Award,2024,2024code
frc4419,Finalist,2023,2023cabb
frc4419,Regional Winners,2023,2023casd
frc4419,Winner (1st Place),2023,2023casdf
frc4419,Championship Division Finalist,2023,2023new
frc4419,Winner,2024,2024cabl
frc4421,Regional Winners,2022,2022bcvi
frc4421,Innovation in Control Award,2022,2022bcvi
frc4421,FIRST Dean's List Finalist Award,2022,2022bcvi
frc4421,Excellence in Engineering Award,2022,2022idbo
frc4421,Team Spirit Award,2023,2023nvlv
frc4421,Quality Award,2024,2024bcvi
frc4421,Regional Finalists,2024,2024bcvi
frc4421,Woodie Flowers Finalist Award,2024,2024bcvi
frc4421,FIRST Dean's List Finalist Award,2024,2024bcvi
frc4421,FIRST Dean's List Award,2024,2024cmptx
frc4421,Innovation in Control Award,2024,2024nvlv
frc4422,Judges' Award,2023,2023micmp4
frc4422,District Championship Finalist,2023,2023micmp4
frc4422,Autonomous Award sponsored by Ford,2023,2023mijac
frc4422,Finalist,2023,2023mirr
frc4422,Innovation in Control Award,2024,2024mibat
frc4422,District Championship Dean's List Semi-Finalist,2024,2024mibat
frc4422,Imagery Award in honor of Jack Kamen,2024,2024milac
frc4450,Highest Rookie Seed - Archimedes,2013,2013arc
frc4450,Rookie All Star Award,2013,2013wase
frc4450,Team Spirit Award sponsored by Chrysler,2014,2014waahs
frc4450,Innovation in Control Award sponsored by Rockwell Automation,2014,2014waamv
frc4450,Industrial Safety Award sponsored by Underwriters Laboratories,2015,2015waamv
frc4450,Excellence in Engineering Award sponsored by Delphi,2016,2016pncmp
frc4450,Team Spirit Award sponsored by FCA Foundation,2016,2016waamv
frc4450,Team Spirit Award sponsored by FCA Foundation,2016,2016waell
frc4450,Innovation in Control Award sponsored by Rockwell Automation,2017,2017waamv
frc4450,District Event Finalist,2018,2018wamou
frc4450,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2018,2018wamou
frc4450,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2018,2018wasno
frc4450,Team Spirit Award,2022,2022orwil
frc4450,District Engineering Inspiration Award,2022,2022waahs
frc4450,Regional Engineering Inspiration Award,2023,2023pncmp
frc4450,District Event Finalist,2023,2023wasam
frc4450,District Engineering Inspiration Award,2023,2023wasam
frc4450,Imagery Award in honor of Jack Kamen,2024,2024joh
frc4450,Judges' Award,2024,2024pncmp
frc4450,District FIRST Impact Award,2024,2024waahs
frc4451,Rookie All Star Award,2013,2013flor
frc4451,Highest Rookie Seed,2013,2013flor
frc4451,Industrial Safety Award sponsored by Underwriters Laboratories,2013,2013flor
frc4451,Regional Finalists,2013,2013flor
frc4451,Rookie All Star Award - Newton,2013,2013new
frc4451,Rookie All Star Award,2013,2013scmb
frc4451,Highest Rookie Seed,2013,2013scmb
frc4451,Industrial Safety Award sponsored by Underwriters Laboratories,2013,2013scmb
frc4451,Gracious Professionalism Award sponsored by Johnson & Johnson,2014,2014flor
frc4451,Industrial Safety Award sponsored by Underwriters Laboratories,2014,2014flor
frc4451,Woodie Flowers Finalist Award,2014,2014scmb
frc4451,Regional Finalists,2015,2015flor
frc4451,Excellence in Engineering Award sponsored by Delphi,2015,2015flor
frc4451,Regional Winners,2015,2015scmb
frc4451,Imagery Award in honor of Jack Kamen,2015,2015scmb
frc4451,Imagery Award in honor of Jack Kamen,2016,2016carv
frc4451,Innovation in Control Award sponsored by Rockwell Automation,2016,2016flor
frc4451,Regional Winners,2016,2016scmb
frc4451,Regional Engineering Inspiration Award,2016,2016scmb
frc4451,Creativity Award sponsored by Xerox,2017,2017alhu
frc4451,Gracious Professionalism Award sponsored by Johnson & Johnson,2018,2018scmb
frc4451,Regional Chairman's Award,2019,2019alhu
frc4451,Regional Winners,2019,2019alhu
frc4451,Regional Winners,2019,2019scmb
frc4451,Woodie Flowers Finalist Award,2019,2019scmb
frc4451,Quality Award sponsored by Motorola Solutions Foundation,2020,2020scmb
frc4451,Autonomous Award sponsored by Ford,2021,2021irhh
frc4451,Judges' Award,2022,2022roe
frc4451,Championship Division Finalist,2022,2022roe
frc4451,Regional Finalists,2022,2022scan
frc4451,Regional Chairman's Award,2022,2022tnkn
frc4451,Regional Winners,2022,2022tnkn
frc4451,Imagery Award in honor of Jack Kamen,2023,2023gacmp
frc4451,Volunteer of the Year,2023,2023gacmp
frc4451,District Event Winner,2023,2023scand
frc4451,Industrial Design Award sponsored by General Motors,2023,2023scand
frc4451,District Event Winner,2023,2023schar
frc4451,Quality Award,2023,2023schar
frc4451,Innovation in Control Award,2024,2024gacar
frc4451,District Championship Finalist,2024,2024gacmp
frc4451,Innovation in Control Award,2024,2024scand
frc4452,Rookie All Star Award,2013,2013gadu
frc4452,Highest Rookie Seed,2013,2013gadu
frc4452,Rookie Inspiration Award,2013,2013scmb
frc4453,Rookie All Star Award,2013,2013miwmi
frc4453,Excellence in Engineering Award sponsored by Delphi,2016,2016milak
frc4453,Quality Award sponsored by Motorola Solutions Foundation,2017,2017migul
frc4453,Excellence in Engineering Award sponsored by Delphi,2017,2017milak
frc4453,District Event Winner,2018,2018migul
frc4453,Gracious Professionalism Award sponsored by Johnson & Johnson,2019,2019miwmi
frc4453,Excellence in Engineering Award,2022,2022micmp2
frc4453,District Event Winner,2022,2022migul
frc4453,Imagery Award in honor of Jack Kamen,2022,2022miwmi
frc4453,District Event Winner,2023,2023mijac
frc4453,Judges' Award,2023,2023mijac
frc4453,Industrial Design Award sponsored by General Motors,2023,2023milak
frc4453,Industrial Design Award sponsored by General Motors,2024,2024mibat
frc4453,Judges' Award,2024,2024mimus
frc4454,Rookie Inspiration Award,2013,2013njbrg
frc4454,Judges' Award,2013,2013paphi
frc4454,District Event Winner,2019,2019pahat
frc4454,Gracious Professionalism Award sponsored by Johnson & Johnson,2019,2019pahat
frc4455,Highest Rookie Seed,2013,2013mokc
frc4455,Regional Winners,2016,2016mokc
frc4455,Regional Finalists,2022,2022mokc3
frc4456,Rookie Inspiration Award,2013,2013dcwa
frc4456,District Event Winner,2016,2016mdblr
frc4456,District Event Winner,2018,2018vagdc
frc4456,Creativity Award sponsored by Xerox,2020,2020mdbet
frc4457,Winner,2014,2014orosu
frc4458,Rookie Inspiration Award,2013,2013nyli
frc4458,FIRST Dean's List Finalist Award,2015,2015nyli
frc4458,Regional Finalists,2017,2017nytr
frc4458,Regional Winners,2018,2018nytr
frc4458,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2018,2018nytr
frc4458,FIRST Dean's List Finalist Award,2019,2019nyli2
frc4458,Autonomous Award,2024,2024flwp
frc4459,Excellence in Engineering Award sponsored by Delphi,2017,2017gaalb
frc4459,Team Spirit Award sponsored by FCA Foundation,2018,2018gacol
frc4459,Creativity Award sponsored by Xerox,2019,2019gadal
frc4459,Team Sustainability Award,2023,2023gaalb
frc4460,Highest Rookie Seed,2013,2013mrcmp
frc4460,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2013,2013mrcmp
frc4460,Rookie All Star Award,2013,2013njbrg
frc4460,Industrial Safety Award sponsored by Underwriters Laboratories,2013,2013njbrg
frc4460,Rookie All Star Award,2013,2013pahat
frc4460,Highest Rookie Seed,2013,2013pahat
frc4460,FIRST Dean's List Finalist,2014,2014mrcmp
frc4460,Judges Award,2014,2014njbri
frc4460,District Event Winner,2015,2015padre
frc4460,Judges' Award,2015,2015padre
frc4462,Rookie All Star Award,2013,2013tnkn
frc4462,Creativity Award sponsored by Xerox,2015,2015tnkn
frc4462,Imagery Award in honor of Jack Kamen,2022,2022tnkn
frc4464,Rookie All Star Award,2013,2013dcwa
frc4464,Highest Rookie Seed,2013,2013dcwa
frc4464,Regional Winner,2014,2014dcwa
frc4464,Judges' Award,2016,2016mdblr
frc4466,Regional Finalists,2013,2013dcwa
frc4466,District Event Winner,2018,2018vabla
frc4466,Judges' Award,2019,2019vapor
frc4467,Rookie Inspiration Award,2013,2013papi
frc4467,Judges' Award,2018,2018paca
frc4467,Gracious Professionalism Award sponsored by Johnson & Johnson,2019,2019ohmv
frc4467,Autonomous Award sponsored by Ford,2019,2019paca
frc4467,Engineering Design Award,2021,2021gamf
frc4467,Innovation in Control Award,2022,2022tnkn
frc4467,Gracious Professionalism Award,2023,2023ohmv
frc4467,Gracious Professionalism Award,2023,2023paca
frc4467,FIRST Dean's List Finalist Award,2023,2023paca
frc4467,Woodie Flowers Finalist Award,2024,2024ohcl
frc4467,Team Sustainability Award sponsored by Dow,2024,2024ohcl
frc4467,Quality Award,2024,2024ohmv
frc4467,FIRST Dean's List Finalist Award,2024,2024ohmv
frc4467,Judges' Award,2024,2024wvrox
frc4468,Rookie Inspiration Award,2013,2013gadu
frc4468,Woodie Flowers Finalist Award,2013,2013gadu
frc4468,FIRST Dean's List Finalist,2013,2013gadu
frc4468,Regional Finalists,2015,2015gadu
frc4468,FIRST Dean's List Finalist Award,2015,2015gadu
frc4468,Regional Engineering Inspiration Award,2015,2015gadu
frc4468,FIRST Dean's List Finalist Award,2016,2016gacmp
frc4468,Regional Engineering Inspiration Award,2016,2016gacmp
frc4468,District Event Winner,2016,2016gacol
frc4468,Winner,2016,2016gagr
frc4468,District Engineering Inspiration Award,2016,2016gaken
frc4468,Gracious Professionalism Award sponsored by Johnson & Johnson,2017,2017gagai
frc4468,Innovation in Control Award sponsored by Rockwell Automation,2018,2018gaalb
frc4468,Regional Engineering Inspiration Award,2018,2018gacmp
frc4468,District Engineering Inspiration Award,2018,2018gadul
frc4468,Regional Chairman's Award,2019,2019gacmp
frc4468,Innovation in Control Award sponsored by Rockwell Automation,2019,2019gadal
frc4468,District Chairman's Award,2019,2019gafor
frc4469,Quality Award sponsored by Motorola,2014,2014waahs
frc4469,District Event Finalist,2015,2015waahs
frc4469,Excellence in Engineering Award sponsored by Delphi,2015,2015waahs
frc4469,Innovation in Control Award sponsored by Rockwell Automation,2015,2015waamv
frc4469,District Championship Winner,2016,2016pncmp
frc4469,District Event Winner,2016,2016waahs
frc4469,Creativity Award sponsored by Xerox,2016,2016waahs
frc4469,Innovation in Control Award sponsored by Rockwell Automation,2016,2016waamv
frc4469,District Event Finalist,2017,2017waamv
frc4469,Team Spirit Award sponsored by FCA Foundation,2018,2018waahs
frc4469,Innovation in Control Award sponsored by Rockwell Automation,2019,2019gal
frc4469,Excellence in Engineering Award sponsored by Delphi,2019,2019pncmp
frc4469,Creativity Award sponsored by Xerox,2019,2019wamou
frc4469,Creativity Award sponsored by Xerox,2019,2019waspo
frc4469,Innovation in Control Award,2022,2022wabon
frc4469,Quality Award,2023,2023pncmp
frc4469,Creativity Award sponsored by Rockwell Automation,2023,2023waahs
frc4469,Industrial Design Award sponsored by General Motors,2023,2023wabon
frc4470,Rookie All Star Award,2013,2013casb
frc4470,FIRST Dean's List Finalist,2013,2013casb
frc4470,Regional Finalists,2022,2022cala
frc4470,Finalist,2023,2023cass
frc4471,Rookie Inspiration Award - Archimedes,2013,2013arc
frc4471,Rookie All Star Award,2013,2013flbr
frc4471,Rookie Inspiration Award,2013,2013flor
frc4471,Imagery Award in honor of Jack Kamen,2015,2015flfo
frc4471,Regional Finalists,2015,2015flor
frc4472,Rookie All Star Award - Galileo,2013,2013gal
frc4472,Rookie All Star Award,2013,2013vari
frc4472,Highest Rookie Seed,2013,2013vari
frc4472,Industrial Design Award sponsored by General Motors,2016,2016mdblr
frc4472,District Event Winner,2017,2017vahay
frc4472,District Event Winner,2018,2018mdedg
frc4472,Quality Award sponsored by Motorola Solutions Foundation,2018,2018mdedg
frc4472,District Event Finalist,2018,2018vahay
frc4472,Creativity Award sponsored by Xerox,2018,2018vahay
frc4472,Safety Award sponsored by Underwriters Laboratories,2019,2019mdbet
frc4472,District Event Finalist,2019,2019mdbet
frc4472,District Event Finalist,2019,2019mdoxo
frc4472,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,2019,2019mdoxo
frc4472,District Event Winner,2020,2020vahay
frc4472,Industrial Design Award sponsored by General Motors,2020,2020vahay
frc4472,District Event Winner,2022,2022dc312
frc4472,Entrepreneurship Award,2022,2022dc312
frc4472,District Event Winner,2022,2022dc319
frc4472,Quality Award,2022,2022dc319
frc4472,Industrial Design Award sponsored by General Motors,2023,2023vaale
frc4472,District Event Finalist,2023,2023vaale
frc4472,Innovation in Control Award,2023,2023vagle
frc4472,Innovation in Control Award,2024,2024vafal
frc4473,Highest Rookie Seed,2013,2013mele
frc4473,Winner,2014,2014mawor
frc4473,Gracious Professionalism Award sponsored by Johnson & Johnson,2016,2016melew
frc4473,Gracious Professionalism Award sponsored by Johnson & Johnson,2016,2016ripro
frc4473,District Event Winner,2023,2023mabri
frc4473,Team Sustainability Award sponsored by Dow,2024,2024nhgrs
frc4474,Rookie Inspiration Award,2013,2013mabo
frc4474,Industrial Safety Award sponsored by Underwriters Laboratories,2014,2014mabos
frc4474,Imagery Award in honor of Jack Kamen,2015,2015marea
frc4475,Rookie Inspiration Award,2013,2013mrcmp
frc4475,Highest Rookie Seed,2013,2013njbrg
frc4475,Creativity Award sponsored by Xerox,2013,2013njbrg
frc4475,Rookie All Star Award,2013,2013njfla
frc4475,Highest Rookie Seed,2013,2013njfla
frc4475,District Event Finalist,2015,2015njfla
frc4476,FIRST Dean's List Award,2013,2013cmp
frc4476,Highest Rookie Seed - Newton,2013,2013new
frc4476,Rookie All Star Award,2013,2013onto
frc4476,Highest Rookie Seed,2013,2013onto
frc4476,FIRST Dean's List Finalist,2013,2013onto
frc4476,Regional Finalist,2014,2014onnb
frc4476,Regional Winner,2014,2014onto
frc4476,Judges Award,2014,2014onto
frc4476,FIRST Dean's List Finalist,2014,2014onto
frc4476,Team Spirit Award sponsored by Chrysler,2015,2015onnb
frc4476,Team Spirit Award sponsored by Chrysler,2015,2015onto
frc4476,FIRST Dean's List Finalist Award,2016,2016onto
frc4476,Regional Engineering Inspiration Award,2017,2017oncmp
frc4476,Creativity Award sponsored by Xerox,2017,2017onnob
frc4476,District Engineering Inspiration Award,2017,2017onwat
frc4476,Team Spirit Award sponsored by FCA Foundation,2018,2018cars
frc4476,Finalist,2018,2018nyrr
frc4476,District Event Finalist,2018,2018onnob
frc4476,Excellence in Engineering Award sponsored by Delphi,2018,2018onnob
frc4476,District Chairman's Award,2018,2018onosh
frc4476,District Event Winner,2018,2018onosh
frc4476,District Event Winner,2019,2019onbar
frc4476,District Engineering Inspiration Award,2019,2019onbar
frc4476,District Event Finalist,2019,2019onosh
frc4476,Regional Chairman's Award,2020,2020oncmp
frc4476,District Chairman's Award,2020,2020onnob
frc4476,Gracious Professionalism Award sponsored by Johnson & Johnson,2020,2020onosh
frc4476,Regional Chairman's Award,2021,2021ontaw
frc4476,District Chairman's Award,2022,2022on306
frc4476,District Event Winner,2022,2022on325
frc4476,Imagery Award in honor of Jack Kamen,2022,2022on325
frc4476,Industrial Design Award sponsored by General Motors,2023,2023oncmp1
frc4476,District Championship Finalist,2023,2023oncmp1
frc4476,District FIRST Impact Award,2023,2023onnew
frc4476,District Event Winner,2023,2023ontor
frc4476,Industrial Design Award sponsored by General Motors,2023,2023ontor
frc4476,Championship Division Winner,2024,2024cur
frc4476,District Championship Winner,2024,2024oncmp2
frc4476,Regional FIRST Impact Award,2024,2024oncmp
frc4476,District Championship Finalist,2024,2024oncmp
frc4476,Gracious Professionalism Award,2024,2024onnew
frc4476,District FIRST Impact Award,2024,2024onwat
frc4476,District Event Winner,2024,2024onwat
frc4476,District Championship Dean's List Semi-Finalist,2024,2024onwat
frc4478,Rookie All Star Award,2013,2013miliv
frc4480,Innovation in Control Award sponsored by Rockwell Automation,2017,2017mndu
frc4480,Chairman's Award,2021,2021nmrc2
frc4480,Woodie Flowers Finalist Award,2022,2022ndgf
frc4480,Judges' Award,2023,2023mose
frc4481,Rookie All Star Award,2013,2013ncre
frc4481,Engineering Inspiration,2014,2014ncre
frc4481,Imagery Award in honor of Jack Kamen,2014,2014new
frc4481,Team Spirit Award sponsored by Chrysler,2015,2015tes
frc4481,Regional Finalists,2015,2015vari
frc4481,Regional Engineering Inspiration Award,2015,2015vari
frc4481,Creativity Award sponsored by Xerox,2016,2016nyny
frc4481,Imagery Award in honor of Jack Kamen,2016,2016nytr
frc4481,Regional Winners,2017,2017flor
frc4481,Quality Award sponsored by Motorola Solutions Foundation,2017,2017flor
frc4481,Industrial Design Award sponsored by General Motors,2017,2017flwp
frc4481,Engineering Inspiration Award,2018,2018dal
frc4481,Regional Winners,2018,2018flor
frc4481,Gracious Professionalism Award sponsored by Johnson & Johnson,2018,2018flor
frc4481,Regional Chairman's Award,2018,2018scmb
frc4481,Regional Engineering Inspiration Award,2019,2019caoc
frc4481,Safety Award sponsored by Underwriters Laboratories,2019,2019casd
